"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1280","전남광주통합특별시 북구 일곡동","8**","12m미만","33.00","월세","202411","16","100","25","2002","송해로58번길","202411~202511","신규","-","","","단독다가구"
"1281","전남광주통합특별시 북구 용봉동","1***","12m미만","33.00","월세","202411","16","150","35","","용주로30번길","202411~202511","신규","-","","","단독다가구"
"1282","전남광주통합특별시 목포시 남교동","2*","8m미만","27.30","월세","202411","16","200","35","2016","차범석길35번길","-","-","-","","","단독다가구"
"1283","전남광주통합특별시 북구 문흥동","9**","8m미만","78.39","월세","202411","16","300","40","1990","평교로29번길","202411~202611","신규","-","","","단독다가구"
"1284","전남광주통합특별시 서구 풍암동","9**","12m미만","49.50","월세","202411","16","100","29","2005","풍금로38번길","202411~202511","신규","-","","","단독다가구"
"1285","전남광주통합특별시 광산구 선암동","6**","25m미만","59.50","월세","202411","16","500","80","2013","선운로20번길","202411~202511","신규","-","","","단독다가구"
"1286","전남광주통합특별시 서구 치평동","1***","12m미만","30.00","월세","202411","16","200","42","2014","상무화원로","202411~202502","신규","-","","","단독다가구"
"1287","전남광주통합특별시 서구 치평동","1***","12m미만","110.24","전세","202411","16","7,000","0","2002","시청서편로4번길","202412~202612","신규","-","","","단독다가구"
"1288","전남광주통합특별시 북구 지야동","8**","25m이상","28.00","월세","202411","16","1,000","30","2021","하서로","202411~202511","신규","-","","","단독다가구"
"1289","전남광주통합특별시 광산구 신창동","1***","12m미만","48.00","월세","202411","16","1,000","45","2012","신창로105번길","202411~202511","신규","-","","","단독다가구"
"1290","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202411","16","300","57","2020","매안2길","202411~202511","신규","-","","","단독다가구"
"1291","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","42.90","월세","202411","16","200","40","2021","예구5길","202411~202511","신규","-","","","단독다가구"
"1292","전남광주통합특별시 북구 양산동","2**","12m미만","127.44","월세","202411","16","500","45","1994","상촌로","202411~202711","신규","-","","","단독다가구"
"1293","전남광주통합특별시 광산구 월곡동","6**","8m미만","18.57","월세","202411","16","500","45","","월곡중앙로","202411~202511","신규","-","","","단독다가구"
"1294","전남광주통합특별시 동구 서석동","2*","25m미만","24.00","월세","202411","16","500","35","2012","백서로","202411~202701","신규","-","","","단독다가구"
"1295","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","36.00","월세","202411","16","100","35","2016","예구길","202411~202511","신규","-","","","단독다가구"
"1296","전남광주통합특별시 동구 계림동","5**","8m미만","26.04","월세","202411","16","100","33","","무등로321번길","202412~202512","신규","-","","","단독다가구"
"1297","전남광주통합특별시 북구 양산동","9**","12m미만","20.00","월세","202411","15","100","30","2011","양산택지로37번길","202410~202510","신규","-","","","단독다가구"
"1298","전남광주통합특별시 북구 풍향동","4**","8m미만","77.65","월세","202411","15","100","25","","두방길","202411~202611","신규","-","","","단독다가구"
"1299","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","24.47","월세","202411","15","300","57","2021","송산2길","202411~202511","신규","-","","","단독다가구"
"1300","전남광주통합특별시 서구 광천동","7*","8m미만","156.00","월세","202411","15","300","20","","죽봉대로120번길","202411~202611","신규","-","","","단독다가구"
"1301","전남광주통합특별시 광산구 산정동","1**","12m미만","23.00","월세","202411","15","200","35","2017","목련로2번길","202411~202511","신규","-","","","단독다가구"
"1302","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","45.02","월세","202411","15","500","70","","매안2길","202411~202507","갱신","-","500","70","단독다가구"
"1303","전남광주통합특별시 북구 신안동","4**","12m미만","24.42","월세","202411","15","200","30","2002","용봉로","-","-","-","","","단독다가구"
"1304","전남광주통합특별시 서구 화정동","1***","8m미만","148.43","전세","202411","15","8,000","0","","군분로169번길","202412~202611","신규","-","","","단독다가구"
"1305","전남광주통합특별시 서구 쌍촌동","1***","12m미만","45.75","월세","202411","15","300","25","1995","화정로39번길","202412~202612","신규","-","","","단독다가구"
"1306","전남광주통합특별시 서구 쌍촌동","9**","25m미만","29.00","월세","202411","15","300","50","2017","쌍촌로","202411~202511","신규","-","","","단독다가구"
"1307","전남광주통합특별시 광산구 하남동","1***","12m미만","26.60","월세","202411","15","300","45","2021","마항5길","202411~202511","신규","-","","","단독다가구"
"1308","전남광주통합특별시 광산구 하남동","8**","12m미만","39.87","월세","202411","15","1,000","85","2021","고봉로","202411~202511","신규","-","","","단독다가구"
"1309","전남광주통합특별시 서구 쌍촌동","9**","25m미만","29.00","월세","202411","15","300","50","2017","쌍촌로","202411~202511","신규","-","","","단독다가구"
"1310","전남광주통합특별시 서구 쌍촌동","2**","12m미만","68.58","전세","202411","15","7,000","0","1990","월드컵4강로226번길","202501~202701","신규","-","","","단독다가구"
"1311","전남광주통합특별시 서구 쌍촌동","9**","25m미만","18.38","월세","202411","15","300","52","2019","쌍촌로","202411~202511","신규","-","","","단독다가구"
"1312","전남광주통합특별시 남구 봉선동","1***","8m미만","37.61","월세","202411","15","200","20","1985","대남대로149번길","202411~202611","신규","-","","","단독다가구"
"1313","전남광주통합특별시 북구 운암동","1***","8m미만","19.68","월세","202411","15","200","35","2021","서강로","202411~202511","신규","-","","","단독다가구"
"1314","전남광주통합특별시 담양군 무정면 영천리","5**","8m미만","76.16","전세","202411","15","4,500","0","2010","죽산길","202411~202611","신규","-","","","단독다가구"
"1315","전남광주통합특별시 목포시 상동","7**","25m이상","121.54","월세","202411","15","1,000","80","1998","하당로","202412~202612","신규","-","","","단독다가구"
"1316","전남광주통합특별시 북구 우산동","2**","8m미만","60.05","전세","202411","15","7,000","0","2003","서방로81번길","202412~202612","신규","-","","","단독다가구"
"1317","전남광주통합특별시 광산구 수완동","1***","12m미만","30.00","월세","202411","15","100","30","","장신로","202411~202511","신규","-","","","단독다가구"
"1318","전남광주통합특별시 북구 두암동","5**","12m미만","83.93","월세","202411","15","3,500","20","1994","군왕로182번길","202411~202611","신규","-","","","단독다가구"
"1319","전남광주통합특별시 서구 풍암동","9**","12m미만","39.60","월세","202411","15","500","68","2005","풍금로38번길","202411~202511","신규","-","","","단독다가구"
"1320","전남광주통합특별시 장성군 남면 삼태리","8**","12m미만","72.82","월세","202411","15","300","50","2018","나노산단1로","202411~202511","신규","-","","","단독다가구"
"1321","전남광주통합특별시 해남군 해남읍 해리","6**","8m미만","45.00","월세","202411","15","1,500","55","2016","교육청길","202411~202511","신규","-","","","단독다가구"
"1322","전남광주통합특별시 여수시 화장동","8**","12m미만","33.00","월세","202411","15","100","35","2008","대통2길","202411~202502","신규","-","","","단독다가구"
"1323","전남광주통합특별시 여수시 안산동","7**","12m미만","33.00","월세","202411","15","200","45","2018","장성4길","202411~202511","신규","-","","","단독다가구"
"1324","전남광주통합특별시 여수시 화장동","7**","25m미만","23.00","월세","202411","15","200","38","2017","성산3길","202411~202511","신규","-","","","단독다가구"
"1325","전남광주통합특별시 순천시 장천동","3**","25m미만","66.00","월세","202411","15","1,000","45","2018","","202411~202611","신규","-","","","단독다가구"
"1326","전남광주통합특별시 순천시 연향동","1***","12m미만","33.05","전세","202411","15","2,500","0","2000","상대석1길","202412~202612","신규","-","","","단독다가구"
"1327","전남광주통합특별시 순천시 조례동","1***","12m미만","23.00","월세","202411","14","200","40","2011","비봉2길","202411~202511","신규","-","","","단독다가구"
"1328","전남광주통합특별시 여수시 화장동","7**","8m미만","30.00","월세","202411","14","100","30","1999","성산4길","202411~202511","신규","-","","","단독다가구"
"1329","전남광주통합특별시 여수시 화장동","7**","8m미만","38.00","월세","202411","14","200","50","","성산4길","202411~202504","신규","-","","","단독다가구"
"1330","전남광주통합특별시 여수시 화장동","7**","12m미만","32.00","월세","202411","14","200","38","","화산1길","202411~202511","신규","-","","","단독다가구"
"1331","전남광주통합특별시 순천시 오천동","9**","12m미만","33.00","월세","202411","14","200","39","2018","오천2길","202411~202511","신규","-","","","단독다가구"
"1332","전남광주통합특별시 목포시 용해동","9**","12m미만","33.00","월세","202411","14","300","30","2010","용당로331번길","202411~202511","신규","-","","","단독다가구"
"1333","전남광주통합특별시 북구 문흥동","1**","8m미만","159.77","월세","202411","14","500","28","1992","면앙로121번길","202411~202611","신규","-","","","단독다가구"
"1334","전남광주통합특별시 북구 일곡동","9**","25m미만","66.00","월세","202411","14","300","47","2003","일곡마을로","202412~202512","신규","-","","","단독다가구"
"1335","전남광주통합특별시 북구 일곡동","8**","12m미만","46.00","전세","202411","14","7,000","0","2010","일곡택지로99번길","202412~202612","신규","-","","","단독다가구"
"1336","전남광주통합특별시 북구 일곡동","8**","12m미만","46.00","전세","202411","14","7,000","0","2010","일곡택지로99번길","202412~202612","신규","-","","","단독다가구"
"1337","전남광주통합특별시 북구 일곡동","8**","12m미만","26.45","월세","202411","14","100","27","2001","송해로58번길","202411~202511","신규","-","","","단독다가구"
