"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2660","전남광주통합특별시 영광군 영광읍 신하리","8**","12m미만","49.59","월세","202510","22","300","50","2014","대하길3길","202510~202610","신규","-","","","단독다가구"
"2661","전남광주통합특별시 남구 봉선동","9**","8m미만","66.42","월세","202510","22","1,000","40","1990","봉선중앙로91번길","202511~202711","신규","-","","","단독다가구"
"2662","전남광주통합특별시 광산구 월곡동","5**","8m미만","198.82","월세","202510","22","500","50","1991","월곡반월로16번길","202511~202711","신규","-","","","단독다가구"
"2663","전남광주통합특별시 남구 월성동","1**","8m미만","154.44","월세","202510","22","1,000","30","2012","월성길","202510~202710","신규","-","","","단독다가구"
"2664","전남광주통합특별시 동구 용산동","6**","12m미만","26.04","전세","202510","22","9,000","0","2019","용산3길","202512~202712","신규","-","","","단독다가구"
"2665","전남광주통합특별시 광산구 신창동","1***","12m미만","29.78","월세","202510","22","2,000","45","2011","신창로105번길","202510~202710","신규","-","","","단독다가구"
"2666","전남광주통합특별시 광산구 신창동","1***","12m미만","59.25","월세","202510","22","6,270","12","2007","신창로138번길","202510~202610","신규","-","","","단독다가구"
"2667","전남광주통합특별시 광산구 신창동","1***","12m미만","20.40","월세","202510","22","300","28","2011","신창로105번길","202510~202610","신규","-","","","단독다가구"
"2668","전남광주통합특별시 북구 신안동","4**","25m이상","30.00","월세","202510","22","300","55","2012","용봉로","202510~202610","신규","-","","","단독다가구"
"2669","전남광주통합특별시 목포시 산정동","1***","25m이상","39.00","월세","202510","22","500","50","","청호로","202511~202710","신규","-","","","단독다가구"
"2670","전남광주통합특별시 목포시 산정동","1***","25m이상","192.94","월세","202510","22","500","55","2025","청호로","202511~202710","신규","-","","","단독다가구"
"2671","전남광주통합특별시 남구 백운동","5*","8m미만","78.57","월세","202510","22","11,000","45","","진다리로13번동길","202511~202711","신규","-","","","단독다가구"
"2672","전남광주통합특별시 북구 신안동","4**","25m이상","30.83","월세","202510","22","100","40","2003","용봉로","202510~202604","신규","-","","","단독다가구"
"2673","전남광주통합특별시 북구 운암동","9*","12m미만","67.92","월세","202510","22","500","40","1988","북문대로33번길","202510~202710","신규","-","","","단독다가구"
"2674","전남광주통합특별시 광산구 소촌동","5**","8m미만","95.10","월세","202510","22","500","40","1997","송정공원로","202510~202710","신규","-","","","단독다가구"
"2675","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202510","22","300","58","2020","매안2길","202510~202610","신규","-","","","단독다가구"
"2676","전남광주통합특별시 순천시 해룡면 신대리","2***","12m미만","33.00","월세","202510","22","300","52","2017","매안4길","202510~202610","신규","-","","","단독다가구"
"2677","전남광주통합특별시 광산구 장덕동","1***","12m미만","16.20","월세","202510","22","200","40","","장신로20번안길","202510~202610","신규","-","","","단독다가구"
"2678","전남광주통합특별시 목포시 옥암동","1***","12m미만","33.00","월세","202510","22","300","40","2020","당가두로38번길","202510~202610","신규","-","","","단독다가구"
"2679","전남광주통합특별시 광산구 흑석동","7**","12m미만","29.12","전세","202510","22","10,000","0","2020","하남울로공원2길","202512~202712","신규","-","","","단독다가구"
"2680","전남광주통합특별시 광산구 수완동","1***","25m미만","21.76","월세","202510","22","200","39","2019","수완로74번길","202511~202610","갱신","-","200","35","단독다가구"
"2681","전남광주통합특별시 광산구 수완동","1***","12m미만","28.54","월세","202510","22","200","35","2015","수완로10번길","202510~202610","신규","-","","","단독다가구"
"2682","전남광주통합특별시 동구 소태동","6**","12m미만","65.00","전세","202510","22","9,000","0","2009","학소로42번길","-","-","-","","","단독다가구"
"2683","전남광주통합특별시 광양시 광양읍 덕례리","1***","8m미만","39.60","월세","202510","22","200","30","","예구6길","202510~202610","신규","-","","","단독다가구"
"2684","전남광주통합특별시 목포시 상동","8**","12m미만","27.00","월세","202510","22","200","30","2011","하당로214번길","202510~202610","신규","-","","","단독다가구"
"2685","전남광주통합특별시 서구 농성동","6**","12m미만","23.14","월세","202510","22","100","29","2011","금화로492번길","202510~202710","신규","-","","","단독다가구"
"2686","전남광주통합특별시 북구 문흥동","1**","12m미만","60.00","월세","202510","22","500","61","2002","동문대로191번길","202511~202711","신규","-","","","단독다가구"
"2687","전남광주통합특별시 북구 용봉동","9**","12m미만","125.74","전세","202510","22","12,000","0","2006","비엔날레로155번길","202511~202711","신규","-","","","단독다가구"
"2688","전남광주통합특별시 광산구 신가동","1***","12m미만","26.65","월세","202510","22","100","25","2010","목련로394번길","202510~202610","신규","-","","","단독다가구"
"2689","전남광주통합특별시 장흥군 장흥읍 건산리","4*","-","40.00","월세","202510","22","300","40","","못골길","202510~202710","신규","-","","","단독다가구"
"2690","전남광주통합특별시 장흥군 장흥읍 건산리","1**","8m미만","66.12","월세","202510","22","300","35","","동부로","202510~202604","신규","-","","","단독다가구"
"2691","전남광주통합특별시 북구 북동","5*","8m미만","58.68","전세","202510","22","7,000","0","1979","금재로36번길","202510~202810","갱신","-","7,000","0","단독다가구"
"2692","전남광주통합특별시 남구 진월동","4**","12m미만","33.00","월세","202510","22","300","45","","광복마을2길","202510~202610","신규","-","","","단독다가구"
"2693","전남광주통합특별시 여수시 문수동","2**","8m미만","112.77","월세","202510","22","2,000","90","2022","소미2길","202511~202610","갱신","-","2,000","90","단독다가구"
"2694","전남광주통합특별시 서구 쌍촌동","1***","12m미만","29.03","월세","202510","22","300","55","2021","상무오월로19번길","202510~202610","신규","-","","","단독다가구"
"2695","전남광주통합특별시 서구 쌍촌동","9**","12m미만","29.00","월세","202510","22","300","52","","상무민주로6번길","202510~202610","신규","-","","","단독다가구"
"2696","전남광주통합특별시 서구 쌍촌동","9**","8m미만","19.27","월세","202510","22","200","43","2019","운천로91번길","202510~202610","신규","-","","","단독다가구"
"2697","전남광주통합특별시 서구 쌍촌동","9**","12m미만","20.70","월세","202510","22","300","52","2022","월드컵4강로197번길","202510~202610","신규","-","","","단독다가구"
"2698","전남광주통합특별시 서구 쌍촌동","2**","12m미만","26.32","월세","202510","22","200","30","2012","월드컵4강로210번길","202510~202610","신규","-","","","단독다가구"
"2699","전남광주통합특별시 서구 쌍촌동","9**","8m미만","27.65","월세","202510","22","2,000","35","2012","상무대로955번길","202510~202610","신규","-","","","단독다가구"
"2700","전남광주통합특별시 여수시 학동","2*","12m미만","31.36","월세","202510","22","500","50","","학동8길","202510~202610","신규","-","","","단독다가구"
"2701","전남광주통합특별시 서구 금호동","7**","12m미만","39.60","월세","202510","22","500","50","2003","금화로73번길","202510~202610","신규","-","","","단독다가구"
"2702","전남광주통합특별시 서구 금호동","7**","12m미만","39.60","월세","202510","22","500","50","2003","금화로73번길","202510~202610","신규","-","","","단독다가구"
"2703","전남광주통합특별시 여수시 화장동","7**","12m미만","125.00","월세","202510","22","100","30","2011","성산6길","-","-","-","","","단독다가구"
"2704","전남광주통합특별시 나주시 송월동","1***","25m미만","13.50","월세","202510","22","200","35","","송월13길","202510~202610","신규","-","","","단독다가구"
"2705","전남광주통합특별시 순천시 조례동","1***","8m미만","27.00","월세","202510","22","200","45","2018","유동길","202511~202611","신규","-","","","단독다가구"
"2706","전남광주통합특별시 서구 풍암동","1***","12m미만","42.00","월세","202510","21","1,000","50","2013","풍암신흥로49번길","202510~202610","신규","-","","","단독다가구"
"2707","전남광주통합특별시 여수시 봉산동","8**","8m미만","107.26","전세","202510","21","5,000","0","1988","봉산서3길","202510~202710","신규","-","","","단독다가구"
"2708","전남광주통합특별시 서구 금호동","7**","25m미만","55.00","월세","202510","21","1,000","35","2012","금화로85번길","202510~202710","갱신","-","1,000","35","단독다가구"
"2709","전남광주통합특별시 여수시 학동","2**","12m미만","39.67","월세","202510","21","100","37","2010","시청서1길","202604~202610","신규","-","","","단독다가구"
"2710","전남광주통합특별시 여수시 국동","6**","12m미만","182.49","월세","202510","21","500","50","1983","국동2길","202510~202710","신규","-","","","단독다가구"
"2711","전남광주통합특별시 서구 쌍촌동","9**","8m미만","15.30","월세","202510","21","200","37","2019","","202510~202610","신규","-","","","단독다가구"
"2712","전남광주통합특별시 서구 쌍촌동","9**","25m이상","31.24","월세","202510","21","300","30","2017","월드컵4강로","202510~202610","신규","-","","","단독다가구"
"2713","전남광주통합특별시 순천시 해룡면 상삼리","6**","25m미만","32.00","월세","202510","21","200","35","2011","상대석길","202510~202610","갱신","사용","200","35","단독다가구"
"2714","전남광주통합특별시 광양시 중동","1***","12m미만","29.00","월세","202510","21","200","38","2012","중동1길","202510~202610","신규","-","","","단독다가구"
"2715","전남광주통합특별시 목포시 산정동","1***","12m미만","87.23","월세","202510","21","500","38","1992","원산중앙로","202510~202710","신규","-","","","단독다가구"
"2716","전남광주통합특별시 북구 본촌동","2***","12m미만","54.82","전세","202510","21","8,000","0","2015","양산택지소로","202511~202711","신규","-","","","단독다가구"
